jugador;premio;anyo;liga
friscfr01;Baseball Magazine All-Star;1933;NL
traynpi01;Baseball Magazine All-Star;1933;NL
lopezal01;Baseball Magazine All-Star;1933;NL
bergewa01;Baseball Magazine All-Star;1933;NL
medwijo01;Baseball Magazine All-Star;1933;NL
hubbeca01;Baseball Magazine All-Star;1933;NL
deandi01;Baseball Magazine All-Star;1933;NL
cantwbe01;Baseball Magazine All-Star;1933;NL
warnelo01;Baseball Magazine All-Star;1933;NL
kleinch01;Baseball Magazine All-Star;1933;NL
vaughar01;Baseball Magazine All-Star;1933;NL
foxxji01;Most Valuable Player;1933;AL
hubbeca01;Most Valuable Player;1933;NL
foxxji01;Triple Crown;1933;AL
kleinch01;Triple Crown;1933;NL
foxxji01;TSN All-Star;1933;ML
gehrich01;TSN All-Star;1933;ML
traynpi01;TSN All-Star;1933;ML
dickebi01;TSN All-Star;1933;ML
bergewa01;TSN All-Star;1933;ML
kleinch01;TSN All-Star;1933;ML
simmoal01;TSN All-Star;1933;ML
crowdal01;TSN All-Star;1933;ML
hubbeca01;TSN All-Star;1933;ML
cronijo01;TSN All-Star;1933;ML
foxxji01;TSN Guide MVP;1933;AL
hubbeca01;TSN Guide MVP;1933;NL
gehrilo01;Baseball Magazine All-Star;1934;AL
gehrich01;Baseball Magazine All-Star;1934;AL
werbebi01;Baseball Magazine All-Star;1934;AL
cochrmi01;Baseball Magazine All-Star;1934;AL
westsa01;Baseball Magazine All-Star;1934;AL
simmoal01;Baseball Magazine All-Star;1934;AL
gomezle01;Baseball Magazine All-Star;1934;AL
rowesc01;Baseball Magazine All-Star;1934;AL
hardeme01;Baseball Magazine All-Star;1934;AL
bridgto01;Baseball Magazine All-Star;1934;AL
manushe01;Baseball Magazine All-Star;1934;AL
knickbi01;Baseball Magazine All-Star;1934;AL
gehrilo01;Baseball Magazine All-Star;1934;ML
gehrich01;Baseball Magazine All-Star;1934;ML
traynpi01;Baseball Magazine All-Star;1934;ML
cochrmi01;Baseball Magazine All-Star;1934;ML
ottme01;Baseball Magazine All-Star;1934;ML
simmoal01;Baseball Magazine All-Star;1934;ML
deandi01;Baseball Magazine All-Star;1934;ML
gomezle01;Baseball Magazine All-Star;1934;ML
hubbeca01;Baseball Magazine All-Star;1934;ML
rowesc01;Baseball Magazine All-Star;1934;ML
wanerpa01;Baseball Magazine All-Star;1934;ML
vaughar01;Baseball Magazine All-Star;1934;ML
terrybi01;Baseball Magazine All-Star;1934;NL
friscfr01;Baseball Magazine All-Star;1934;NL
traynpi01;Baseball Magazine All-Star;1934;NL
hartnga01;Baseball Magazine All-Star;1934;NL
ottme01;Baseball Magazine All-Star;1934;NL
moorejo02;Baseball Magazine All-Star;1934;NL
deandi01;Baseball Magazine All-Star;1934;NL
hubbeca01;Baseball Magazine All-Star;1934;NL
warnelo01;Baseball Magazine All-Star;1934;NL
schumha02;Baseball Magazine All-Star;1934;NL
wanerpa01;Baseball Magazine All-Star;1934;NL
vaughar01;Baseball Magazine All-Star;1934;NL
cochrmi01;Most Valuable Player;1934;AL
deandi01;Most Valuable Player;1934;NL
gomezle01;Pitching Triple Crown;1934;AL
gehrilo01;Triple Crown;1934;AL
gehrilo01;TSN All-Star;1934;ML
gehrich01;TSN All-Star;1934;ML
higgipi01;TSN All-Star;1934;ML
cochrmi01;TSN All-Star;1934;ML
averiea01;TSN All-Star;1934;ML
ottme01;TSN All-Star;1934;ML
simmoal01;TSN All-Star;1934;ML
deandi01;TSN All-Star;1934;ML
gomezle01;TSN All-Star;1934;ML
rowesc01;TSN All-Star;1934;ML
cronijo01;TSN All-Star;1934;ML
gehrilo01;TSN Guide MVP;1934;AL
deandi01;TSN Guide MVP;1934;NL
greenha01;Baseball Magazine All-Star;1935;AL
gehrich01;Baseball Magazine All-Star;1935;AL
higgipi01;Baseball Magazine All-Star;1935;AL
cochrmi01;Baseball Magazine All-Star;1935;AL
cramedo01;Baseball Magazine All-Star;1935;AL
vosmijo01;Baseball Magazine All-Star;1935;AL
bridgto01;Baseball Magazine All-Star;1935;AL
ferrewe01;Baseball Magazine All-Star;1935;AL
hardeme01;Baseball Magazine All-Star;1935;AL
grovele01;Baseball Magazine All-Star;1935;AL
foxpe01;Baseball Magazine All-Star;1935;AL
cronijo01;Baseball Magazine All-Star;1935;AL
greenha01;Baseball Magazine All-Star;1935;ML
gehrich01;Baseball Magazine All-Star;1935;ML
martipe01;Baseball Magazine All-Star;1935;ML
cochrmi01;Baseball Magazine All-Star;1935;ML
bergewa01;Baseball Magazine All-Star;1935;ML
medwijo01;Baseball Magazine All-Star;1935;ML
deandi01;Baseball Magazine All-Star;1935;ML
ferrewe01;Baseball Magazine All-Star;1935;ML
hubbeca01;Baseball Magazine All-Star;1935;ML
bridgto01;Baseball Magazine All-Star;1935;ML
ottme01;Baseball Magazine All-Star;1935;ML
vaughar01;Baseball Magazine All-Star;1935;ML
terrybi01;Baseball Magazine All-Star;1935;NL
hermabi01;Baseball Magazine All-Star;1935;NL
martipe01;Baseball Magazine All-Star;1935;NL
hartnga01;Baseball Magazine All-Star;1935;NL
bergewa01;Baseball Magazine All-Star;1935;NL
medwijo01;Baseball Magazine All-Star;1935;NL
deandi01;Baseball Magazine All-Star;1935;NL
hubbeca01;Baseball Magazine All-Star;1935;NL
warnelo01;Baseball Magazine All-Star;1935;NL
derripa01;Baseball Magazine All-Star;1935;NL
ottme01;Baseball Magazine All-Star;1935;NL
vaughar01;Baseball Magazine All-Star;1935;NL
greenha01;Most Valuable Player;1935;AL
hartnga01;Most Valuable Player;1935;NL
greenha01;TSN All-Star;1935;ML
gehrich01;TSN All-Star;1935;ML
martipe01;TSN All-Star;1935;ML
cochrmi01;TSN All-Star;1935;ML
cramedo01;TSN All-Star;1935;ML
medwijo01;TSN All-Star;1935;ML
ottme01;TSN All-Star;1935;ML
deandi01;TSN All-Star;1935;ML
hubbeca01;TSN All-Star;1935;ML
vaughar01;TSN All-Star;1935;ML
greenha01;TSN Guide MVP;1935;AL
vaughar01;TSN Guide MVP;1935;NL
gehrilo01;Baseball Magazine All-Star;1936;AL
gehrich01;Baseball Magazine All-Star;1936;AL
owenma01;Baseball Magazine All-Star;1936;AL
dickebi01;Baseball Magazine All-Star;1936;AL
averiea01;Baseball Magazine All-Star;1936;AL
dimagjo01;Baseball Magazine All-Star;1936;AL
bridgto01;Baseball Magazine All-Star;1936;AL
kenneve01;Baseball Magazine All-Star;1936;AL
ferrewe01;Baseball Magazine All-Star;1936;AL
allenjo02;Baseball Magazine All-Star;1936;AL
moseswa01;Baseball Magazine All-Star;1936;AL
applilu01;Baseball Magazine All-Star;1936;AL
gehrilo01;Baseball Magazine All-Star;1936;ML
gehrich01;Baseball Magazine All-Star;1936;ML
hackst01;Baseball Magazine All-Star;1936;ML
dickebi01;Baseball Magazine All-Star;1936;ML
averiea01;Baseball Magazine All-Star;1936;ML
dimagjo01;Baseball Magazine All-Star;1936;ML
hubbeca01;Baseball Magazine All-Star;1936;ML
deandi01;Baseball Magazine All-Star;1936;ML
bridgto01;Baseball Magazine All-Star;1936;ML
kenneve01;Baseball Magazine All-Star;1936;ML
wanerpa01;Baseball Magazine All-Star;1936;ML
applilu01;Baseball Magazine All-Star;1936;ML
suhrgu01;Baseball Magazine All-Star;1936;NL
hermabi01;Baseball Magazine All-Star;1936;NL
hackst01;Baseball Magazine All-Star;1936;NL
hartnga01;Baseball Magazine All-Star;1936;NL
cuyleki01;Baseball Magazine All-Star;1936;NL
medwijo01;Baseball Magazine All-Star;1936;NL
hubbeca01;Baseball Magazine All-Star;1936;NL
deandi01;Baseball Magazine All-Star;1936;NL
frencla01;Baseball Magazine All-Star;1936;NL
macfada01;Baseball Magazine All-Star;1936;NL
wanerpa01;Baseball Magazine All-Star;1936;NL
vaughar01;Baseball Magazine All-Star;1936;NL
gehrilo01;Most Valuable Player;1936;AL
hubbeca01;Most Valuable Player;1936;NL
gehrilo01;TSN All-Star;1936;ML
gehrich01;TSN All-Star;1936;ML
higgipi01;TSN All-Star;1936;ML
dickebi01;TSN All-Star;1936;ML
averiea01;TSN All-Star;1936;ML
medwijo01;TSN All-Star;1936;ML
ottme01;TSN All-Star;1936;ML
deandi01;TSN All-Star;1936;ML
hubbeca01;TSN All-Star;1936;ML
applilu01;TSN All-Star;1936;ML
gehrilo01;TSN Guide MVP;1936;AL
hubbeca01;TSN Guide MVP;1936;NL
hubbeca01;TSN Major League Player of the Year;1936;ML
gehrilo01;Baseball Magazine All-Star;1937;AL
gehrich01;Baseball Magazine All-Star;1937;AL
higgipi01;Baseball Magazine All-Star;1937;AL
dickebi01;Baseball Magazine All-Star;1937;AL
dimagjo01;Baseball Magazine All-Star;1937;AL
moseswa01;Baseball Magazine All-Star;1937;AL
gomezle01;Baseball Magazine All-Star;1937;AL
lawsoro01;Baseball Magazine All-Star;1937;AL
grovele01;Baseball Magazine All-Star;1937;AL
allenjo02;Baseball Magazine All-Star;1937;AL
vosmijo01;Baseball Magazine All-Star;1937;AL
applilu01;Baseball Magazine All-Star;1937;AL
gehrilo01;Baseball Magazine All-Star;1937;ML
gehrich01;Baseball Magazine All-Star;1937;ML
whitnpi01;Baseball Magazine All-Star;1937;ML
dickebi01;Baseball Magazine All-Star;1937;ML
dimagjo01;Baseball Magazine All-Star;1937;ML
medwijo01;Baseball Magazine All-Star;1937;ML
hubbeca01;Baseball Magazine All-Star;1937;ML
gomezle01;Baseball Magazine All-Star;1937;ML
fettelo01;Baseball Magazine All-Star;1937;ML
warnelo01;Baseball Magazine All-Star;1937;ML
wanerpa01;Baseball Magazine All-Star;1937;ML
applilu01;Baseball Magazine All-Star;1937;ML
mizejo01;Baseball Magazine All-Star;1937;NL
hermabi01;Baseball Magazine All-Star;1937;NL
whitnpi01;Baseball Magazine All-Star;1937;NL
hartnga01;Baseball Magazine All-Star;1937;NL
demarfr02;Baseball Magazine All-Star;1937;NL
medwijo01;Baseball Magazine All-Star;1937;NL
hubbeca01;Baseball Magazine All-Star;1937;NL
fettelo01;Baseball Magazine All-Star;1937;NL
turneji01;Baseball Magazine All-Star;1937;NL
warnelo01;Baseball Magazine All-Star;1937;NL
wanerpa01;Baseball Magazine All-Star;1937;NL
vaughar01;Baseball Magazine All-Star;1937;NL
gehrich01;Most Valuable Player;1937;AL
medwijo01;Most Valuable Player;1937;NL
gomezle01;Pitching Triple Crown;1937;AL
medwijo01;Triple Crown;1937;NL
gehrilo01;TSN All-Star;1937;ML
gehrich01;TSN All-Star;1937;ML
rolfere01;TSN All-Star;1937;ML
hartnga01;TSN All-Star;1937;ML
dimagjo01;TSN All-Star;1937;ML
medwijo01;TSN All-Star;1937;ML
wanerpa01;TSN All-Star;1937;ML
hubbeca01;TSN All-Star;1937;ML
ruffire01;TSN All-Star;1937;ML
bartedi01;TSN All-Star;1937;ML
gehrich01;TSN Guide MVP;1937;AL
medwijo01;TSN Guide MVP;1937;NL
allenjo02;TSN Major League Player of the Year;1937;ML
foxxji01;Baseball Magazine All-Star;1938;AL
gehrich01;Baseball Magazine All-Star;1938;AL
rolfere01;Baseball Magazine All-Star;1938;AL
dickebi01;Baseball Magazine All-Star;1938;AL
hemslro01;Baseball Magazine All-Star;1938;AL
dimagjo01;Baseball Magazine All-Star;1938;AL
heathje01;Baseball Magazine All-Star;1938;AL
ruffire01;Baseball Magazine All-Star;1938;AL
gomezle01;Baseball Magazine All-Star;1938;AL
grovele01;Baseball Magazine All-Star;1938;AL
allenjo02;Baseball Magazine All-Star;1938;AL
newsobo01;Baseball Magazine All-Star;1938;AL
averiea01;Baseball Magazine All-Star;1938;AL
cronijo01;Baseball Magazine All-Star;1938;AL
foxxji01;Baseball Magazine All-Star;1938;ML
gehrich01;Baseball Magazine All-Star;1938;ML
rolfere01;Baseball Magazine All-Star;1938;ML
dickebi01;Baseball Magazine All-Star;1938;ML
dimagjo01;Baseball Magazine All-Star;1938;ML
medwijo01;Baseball Magazine All-Star;1938;ML
ruffire01;Baseball Magazine All-Star;1938;ML
derripa01;Baseball Magazine All-Star;1938;ML
vandejo01;Baseball Magazine All-Star;1938;ML
ottme01;Baseball Magazine All-Star;1938;ML
vaughar01;Baseball Magazine All-Star;1938;ML
mccorfr01;Baseball Magazine All-Star;1938;NL
hermabi01;Baseball Magazine All-Star;1938;NL
hackst01;Baseball Magazine All-Star;1938;NL
lombaer01;Baseball Magazine All-Star;1938;NL
danniha01;Baseball Magazine All-Star;1938;NL
ottme01;Baseball Magazine All-Star;1938;NL
medwijo01;Baseball Magazine All-Star;1938;NL
derripa01;Baseball Magazine All-Star;1938;NL
hubbeca01;Baseball Magazine All-Star;1938;NL
leebi02;Baseball Magazine All-Star;1938;NL
vandejo01;Baseball Magazine All-Star;1938;NL
turneji01;Baseball Magazine All-Star;1938;NL
goodmiv01;Baseball Magazine All-Star;1938;NL
vaughar01;Baseball Magazine All-Star;1938;NL
foxxji01;Most Valuable Player;1938;AL
lombaer01;Most Valuable Player;1938;NL
foxxji01;TSN All-Star;1938;ML
gehrich01;TSN All-Star;1938;ML
rolfere01;TSN All-Star;1938;ML
dickebi01;TSN All-Star;1938;ML
dimagjo01;TSN All-Star;1938;ML
medwijo01;TSN All-Star;1938;ML
ottme01;TSN All-Star;1938;ML
gomezle01;TSN All-Star;1938;ML
ruffire01;TSN All-Star;1938;ML
vandejo01;TSN All-Star;1938;ML
cronijo01;TSN All-Star;1938;ML
foxxji01;TSN Guide MVP;1938;AL
lombaer01;TSN Guide MVP;1938;NL
vandejo01;TSN Major League Player of the Year;1938;ML
foxxji01;Baseball Magazine All-Star;1939;AL
gordojo01;Baseball Magazine All-Star;1939;AL
rolfere01;Baseball Magazine All-Star;1939;AL
dickebi01;Baseball Magazine All-Star;1939;AL
dimagjo01;Baseball Magazine All-Star;1939;AL
johnsbo01;Baseball Magazine All-Star;1939;AL
fellebo01;Baseball Magazine All-Star;1939;AL
ruffire01;Baseball Magazine All-Star;1939;AL
leonadu02;Baseball Magazine All-Star;1939;AL
willite01;Baseball Magazine All-Star;1939;AL
cronijo01;Baseball Magazine All-Star;1939;AL
foxxji01;Baseball Magazine All-Star;1939;ML
gordojo01;Baseball Magazine All-Star;1939;ML
rolfere01;Baseball Magazine All-Star;1939;ML
dickebi01;Baseball Magazine All-Star;1939;ML
dimagjo01;Baseball Magazine All-Star;1939;ML
medwijo01;Baseball Magazine All-Star;1939;ML
waltebu01;Baseball Magazine All-Star;1939;ML
derripa01;Baseball Magazine All-Star;1939;ML
fellebo01;Baseball Magazine All-Star;1939;ML
ruffire01;Baseball Magazine All-Star;1939;ML
daviscu01;Baseball Magazine All-Star;1939;ML
willite01;Baseball Magazine All-Star;1939;ML
cronijo01;Baseball Magazine All-Star;1939;ML
mccorfr01;Baseball Magazine All-Star;1939;NL
freylo01;Baseball Magazine All-Star;1939;NL
lavagco01;Baseball Magazine All-Star;1939;NL
danniha01;Baseball Magazine All-Star;1939;NL
leibeha01;Baseball Magazine All-Star;1939;NL
medwijo01;Baseball Magazine All-Star;1939;NL
waltebu01;Baseball Magazine All-Star;1939;NL
derripa01;Baseball Magazine All-Star;1939;NL
daviscu01;Baseball Magazine All-Star;1939;NL
ottme01;Baseball Magazine All-Star;1939;NL
vaughar01;Baseball Magazine All-Star;1939;NL
dimagjo01;Most Valuable Player;1939;AL
waltebu01;Most Valuable Player;1939;NL
waltebu01;Pitching Triple Crown;1939;NL
foxxji01;TSN All-Star;1939;ML
gordojo01;TSN All-Star;1939;ML
rolfere01;TSN All-Star;1939;ML
dickebi01;TSN All-Star;1939;ML
dimagjo01;TSN All-Star;1939;ML
medwijo01;TSN All-Star;1939;ML
willite01;TSN All-Star;1939;ML
fellebo01;TSN All-Star;1939;ML
ruffire01;TSN All-Star;1939;ML
waltebu01;TSN All-Star;1939;ML
cronijo01;TSN All-Star;1939;ML
dimagjo01;TSN Guide MVP;1939;AL
waltebu01;TSN Guide MVP;1939;NL
dimagjo01;TSN Major League Player of the Year;1939;ML
foxxji01;Baseball Magazine All-Star;1940;AL
gordojo01;Baseball Magazine All-Star;1940;AL
cliftha01;Baseball Magazine All-Star;1940;AL
hayesfr01;Baseball Magazine All-Star;1940;AL
dimagjo01;Baseball Magazine All-Star;1940;AL
greenha01;Baseball Magazine All-Star;1940;AL
fellebo01;Baseball Magazine All-Star;1940;AL
newsobo01;Baseball Magazine All-Star;1940;AL
kellech01;Baseball Magazine All-Star;1940;AL
applilu01;Baseball Magazine All-Star;1940;AL
mizejo01;Baseball Magazine All-Star;1940;ML
gordojo01;Baseball Magazine All-Star;1940;ML
cliftha01;Baseball Magazine All-Star;1940;ML
danniha01;Baseball Magazine All-Star;1940;ML
dimagjo01;Baseball Magazine All-Star;1940;ML
greenha01;Baseball Magazine All-Star;1940;ML
fellebo01;Baseball Magazine All-Star;1940;ML
waltebu01;Baseball Magazine All-Star;1940;ML
newsobo01;Baseball Magazine All-Star;1940;ML
derripa01;Baseball Magazine All-Star;1940;ML
nichobi01;Baseball Magazine All-Star;1940;ML
applilu01;Baseball Magazine All-Star;1940;ML
mizejo01;Baseball Magazine All-Star;1940;NL
hermabi01;Baseball Magazine All-Star;1940;NL
werbebi01;Baseball Magazine All-Star;1940;NL
danniha01;Baseball Magazine All-Star;1940;NL
leibeha01;Baseball Magazine All-Star;1940;NL
medwijo01;Baseball Magazine All-Star;1940;NL
waltebu01;Baseball Magazine All-Star;1940;NL
derripa01;Baseball Magazine All-Star;1940;NL
nichobi01;Baseball Magazine All-Star;1940;NL
milleed03;Baseball Magazine All-Star;1940;NL
greenha01;Most Valuable Player;1940;AL
mccorfr01;Most Valuable Player;1940;NL
fellebo01;Pitching Triple Crown;1940;AL
mccorfr01;TSN All-Star;1940;ML
gordojo01;TSN All-Star;1940;ML
hackst01;TSN All-Star;1940;ML
danniha01;TSN All-Star;1940;ML
dimagjo01;TSN All-Star;1940;ML
greenha01;TSN All-Star;1940;ML
willite01;TSN All-Star;1940;ML
derripa01;TSN All-Star;1940;ML
fellebo01;TSN All-Star;1940;ML
waltebu01;TSN All-Star;1940;ML
applilu01;TSN All-Star;1940;ML
greenha01;TSN Guide MVP;1940;AL
mccorfr01;TSN Guide MVP;1940;NL
fellebo01;TSN Major League Player of the Year;1940;ML
foxxji01;Baseball Magazine All-Star;1941;AL
gordojo01;Baseball Magazine All-Star;1941;AL
taborji01;Baseball Magazine All-Star;1941;AL
dickebi01;Baseball Magazine All-Star;1941;AL
dimagjo01;Baseball Magazine All-Star;1941;AL
willite01;Baseball Magazine All-Star;1941;AL
fellebo01;Baseball Magazine All-Star;1941;AL
leeth01;Baseball Magazine All-Star;1941;AL
ruffire01;Baseball Magazine All-Star;1941;AL
newsodi01;Baseball Magazine All-Star;1941;AL
leonadu02;Baseball Magazine All-Star;1941;AL
heathje01;Baseball Magazine All-Star;1941;AL
travice01;Baseball Magazine All-Star;1941;AL
camildo01;Baseball Magazine All-Star;1941;ML
gordojo01;Baseball Magazine All-Star;1941;ML
brownji03;Baseball Magazine All-Star;1941;ML
dickebi01;Baseball Magazine All-Star;1941;ML
dimagjo01;Baseball Magazine All-Star;1941;ML
willite01;Baseball Magazine All-Star;1941;ML
fellebo01;Baseball Magazine All-Star;1941;ML
wyattwh01;Baseball Magazine All-Star;1941;ML
leeth01;Baseball Magazine All-Star;1941;ML
whiteer01;Baseball Magazine All-Star;1941;ML
riddlel01;Baseball Magazine All-Star;1941;ML
heathje01;Baseball Magazine All-Star;1941;ML
travice01;Baseball Magazine All-Star;1941;ML
camildo01;Baseball Magazine All-Star;1941;NL
crespcr01;Baseball Magazine All-Star;1941;NL
brownji03;Baseball Magazine All-Star;1941;NL
lopezal01;Baseball Magazine All-Star;1941;NL
reisepe01;Baseball Magazine All-Star;1941;NL
medwijo01;Baseball Magazine All-Star;1941;NL
wyattwh01;Baseball Magazine All-Star;1941;NL
riddlel01;Baseball Magazine All-Star;1941;NL
whiteer01;Baseball Magazine All-Star;1941;NL
higbeki01;Baseball Magazine All-Star;1941;NL
warnelo01;Baseball Magazine All-Star;1941;NL
slaugen01;Baseball Magazine All-Star;1941;NL
jurgebi01;Baseball Magazine All-Star;1941;NL
dimagjo01;Most Valuable Player;1941;AL
camildo01;Most Valuable Player;1941;NL
camildo01;TSN All-Star;1941;ML
gordojo01;TSN All-Star;1941;ML
hackst01;TSN All-Star;1941;ML
dickebi01;TSN All-Star;1941;ML
dimagjo01;TSN All-Star;1941;ML
reisepe01;TSN All-Star;1941;ML
willite01;TSN All-Star;1941;ML
fellebo01;TSN All-Star;1941;ML
leeth01;TSN All-Star;1941;ML
wyattwh01;TSN All-Star;1941;ML
travice01;TSN All-Star;1941;ML
dimagjo01;TSN Guide MVP;1941;AL
camildo01;TSN Guide MVP;1941;NL
willite01;TSN Major League Player of the Year;1941;ML
hassebu01;Baseball Magazine All-Star;1942;AL
gordojo01;Baseball Magazine All-Star;1942;AL
keltnke01;Baseball Magazine All-Star;1942;AL
dickebi01;Baseball Magazine All-Star;1942;AL
dimagjo01;Baseball Magazine All-Star;1942;AL
willite01;Baseball Magazine All-Star;1942;AL
hughste01;Baseball Magazine All-Star;1942;AL
bonhati01;Baseball Magazine All-Star;1942;AL
bagbyji02;Baseball Magazine All-Star;1942;AL
marchph01;Baseball Magazine All-Star;1942;AL
chandsp01;Baseball Magazine All-Star;1942;AL
spencst01;Baseball Magazine All-Star;1942;AL
stephve01;Baseball Magazine All-Star;1942;AL
mizejo01;Baseball Magazine All-Star;1942;ML
gordojo01;Baseball Magazine All-Star;1942;ML
keltnke01;Baseball Magazine All-Star;1942;ML
dickebi01;Baseball Magazine All-Star;1942;ML
dimagjo01;Baseball Magazine All-Star;1942;ML
willite01;Baseball Magazine All-Star;1942;ML
coopemo01;Baseball Magazine All-Star;1942;ML
hughste01;Baseball Magazine All-Star;1942;ML
wyattwh01;Baseball Magazine All-Star;1942;ML
bonhati01;Baseball Magazine All-Star;1942;ML
vandejo01;Baseball Magazine All-Star;1942;ML
slaugen01;Baseball Magazine All-Star;1942;ML
stephve01;Baseball Magazine All-Star;1942;ML
mizejo01;Baseball Magazine All-Star;1942;NL
brownji03;Baseball Magazine All-Star;1942;NL
vaughar01;Baseball Magazine All-Star;1942;NL
lombaer01;Baseball Magazine All-Star;1942;NL
reisepe01;Baseball Magazine All-Star;1942;NL
medwijo01;Baseball Magazine All-Star;1942;NL
coopemo01;Baseball Magazine All-Star;1942;NL
wyattwh01;Baseball Magazine All-Star;1942;NL
vandejo01;Baseball Magazine All-Star;1942;NL
hugheto04;Baseball Magazine All-Star;1942;NL
beazljo01;Baseball Magazine All-Star;1942;NL
slaugen01;Baseball Magazine All-Star;1942;NL
marioma01;Baseball Magazine All-Star;1942;NL
gordojo01;Most Valuable Player;1942;AL
coopemo01;Most Valuable Player;1942;NL
willite01;Triple Crown;1942;AL
mizejo01;TSN All-Star;1942;ML
gordojo01;TSN All-Star;1942;ML
hackst01;TSN All-Star;1942;ML
owenmi01;TSN All-Star;1942;ML
dimagjo01;TSN All-Star;1942;ML
slaugen01;TSN All-Star;1942;ML
willite01;TSN All-Star;1942;ML
bonhati01;TSN All-Star;1942;ML
coopemo01;TSN All-Star;1942;ML
hughste01;TSN All-Star;1942;ML
peskyjo01;TSN All-Star;1942;ML
gordojo01;TSN Guide MVP;1942;AL
coopemo01;TSN Guide MVP;1942;NL
willite01;TSN Major League Player of the Year;1942;ML
yorkru01;Baseball Magazine All-Star;1943;AL
gordojo01;Baseball Magazine All-Star;1943;AL
johnsbi03;Baseball Magazine All-Star;1943;AL
dickebi01;Baseball Magazine All-Star;1943;AL
spencst01;Baseball Magazine All-Star;1943;AL
kellech01;Baseball Magazine All-Star;1943;AL
chandsp01;Baseball Magazine All-Star;1943;AL
troutdi01;Baseball Magazine All-Star;1943;AL
smithal03;Baseball Magazine All-Star;1943;AL
wakefdi01;Baseball Magazine All-Star;1943;AL
applilu01;Baseball Magazine All-Star;1943;AL
yorkru01;Baseball Magazine All-Star;1943;ML
hermabi01;Baseball Magazine All-Star;1943;ML
johnsbi03;Baseball Magazine All-Star;1943;ML
dickebi01;Baseball Magazine All-Star;1943;ML
musiast01;Baseball Magazine All-Star;1943;ML
kellech01;Baseball Magazine All-Star;1943;ML
chandsp01;Baseball Magazine All-Star;1943;ML
coopemo01;Baseball Magazine All-Star;1943;ML
sewelri01;Baseball Magazine All-Star;1943;ML
nichobi01;Baseball Magazine All-Star;1943;ML
marioma01;Baseball Magazine All-Star;1943;ML
mccorfr01;Baseball Magazine All-Star;1943;NL
hermabi01;Baseball Magazine All-Star;1943;NL
vaughar01;Baseball Magazine All-Star;1943;NL
coopewa01;Baseball Magazine All-Star;1943;NL
dimagvi01;Baseball Magazine All-Star;1943;NL
musiast01;Baseball Magazine All-Star;1943;NL
coopemo01;Baseball Magazine All-Star;1943;NL
sewelri01;Baseball Magazine All-Star;1943;NL
riddlel01;Baseball Magazine All-Star;1943;NL
nichobi01;Baseball Magazine All-Star;1943;NL
marioma01;Baseball Magazine All-Star;1943;NL
chandsp01;Most Valuable Player;1943;AL
musiast01;Most Valuable Player;1943;NL
yorkru01;TSN All-Star;1943;ML
hermabi01;TSN All-Star;1943;ML
johnsbi03;TSN All-Star;1943;ML
coopewa01;TSN All-Star;1943;ML
musiast01;TSN All-Star;1943;ML
nichobi01;TSN All-Star;1943;ML
wakefdi01;TSN All-Star;1943;ML
chandsp01;TSN All-Star;1943;ML
coopemo01;TSN All-Star;1943;ML
sewelri01;TSN All-Star;1943;ML
applilu01;TSN All-Star;1943;ML
chandsp01;TSN Guide MVP;1943;AL
musiast01;TSN Guide MVP;1943;NL
chandsp01;TSN Major League Player of the Year;1943;ML
yorkru01;Baseball Magazine All-Star;1944;AL
stirnsn01;Baseball Magazine All-Star;1944;AL
keltnke01;Baseball Magazine All-Star;1944;AL
hayesfr01;Baseball Magazine All-Star;1944;AL
spencst01;Baseball Magazine All-Star;1944;AL
wakefdi01;Baseball Magazine All-Star;1944;AL
newhoha01;Baseball Magazine All-Star;1944;AL
troutdi01;Baseball Magazine All-Star;1944;AL
hughste01;Baseball Magazine All-Star;1944;AL
foxpe01;Baseball Magazine All-Star;1944;AL
stephve01;Baseball Magazine All-Star;1944;AL
yorkru01;Baseball Magazine All-Star;1944;ML
stirnsn01;Baseball Magazine All-Star;1944;ML
elliobo01;Baseball Magazine All-Star;1944;ML
coopewa01;Baseball Magazine All-Star;1944;ML
musiast01;Baseball Magazine All-Star;1944;ML
wakefdi01;Baseball Magazine All-Star;1944;ML
newhoha01;Baseball Magazine All-Star;1944;ML
waltebu01;Baseball Magazine All-Star;1944;ML
coopemo01;Baseball Magazine All-Star;1944;ML
nichobi01;Baseball Magazine All-Star;1944;ML
marioma01;Baseball Magazine All-Star;1944;ML
sandera01;Baseball Magazine All-Star;1944;NL
verbaem01;Baseball Magazine All-Star;1944;NL
elliobo01;Baseball Magazine All-Star;1944;NL
coopewa01;Baseball Magazine All-Star;1944;NL
musiast01;Baseball Magazine All-Star;1944;NL
medwijo01;Baseball Magazine All-Star;1944;NL
waltebu01;Baseball Magazine All-Star;1944;NL
coopemo01;Baseball Magazine All-Star;1944;NL
voisebi01;Baseball Magazine All-Star;1944;NL
nichobi01;Baseball Magazine All-Star;1944;NL
marioma01;Baseball Magazine All-Star;1944;NL
newhoha01;Most Valuable Player;1944;AL
marioma01;Most Valuable Player;1944;NL
sandera01;TSN All-Star;1944;ML
doerrbo01;TSN All-Star;1944;ML
elliobo01;TSN All-Star;1944;ML
coopewa01;TSN All-Star;1944;ML
musiast01;TSN All-Star;1944;ML
wakefdi01;TSN All-Star;1944;ML
walkedi02;TSN All-Star;1944;ML
coopemo01;TSN All-Star;1944;ML
newhoha01;TSN All-Star;1944;ML
